char_id,film_id,billing_order,char_name,actor_name,char_gender,char_fate,hero_or_villain,personality_traits,is_protagonist,screen_time_ratio,role_type,performance_type
223,38,2,Selina Kyle / Catwoman,Anne Hathaway,F,alive,hero|neutral,clever|resourceful|independent,FALSE,0.15,supporting,LiveAction
224,38,3,Bane,Tom Hardy,M,dead,villain,strong|strategic|ruthless,FALSE,0.15,villain,LiveAction
225,38,4,Miranda Tate / Talia al Ghul,Marion Cotillard,F,dead,villain,deceptive|intelligent|fanatical,FALSE,0.10,villain,LiveAction
226,38,5,Commissioner Gordon,Gary Oldman,M,alive,hero|neutral,honest|dedicated|brave,FALSE,0.08,supporting,LiveAction
227,38,6,John Blake,Joseph Gordon-Levitt,M,alive,hero|neutral,idealistic|brave|loyal,FALSE,0.08,supporting,LiveAction
228,39,1,Arthur Fleck / Joker,Joaquin Phoenix,M,alive,villain|neutral,disturbed|lonely|unpredictable,TRUE,0.35,lead,LiveAction
229,39,2,Sophie Dumond,Zazie Beetz,F,alive,neutral,kind|confused|caring,FALSE,0.10,supporting,LiveAction
230,39,3,Murray Franklin,Robert De Niro,M,dead,villain|neutral,arrogant|dismissive|cold,FALSE,0.12,supporting,LiveAction
231,39,4,Penny Fleck,Frances Conroy,F,dead,neutral,delusional|dependent|gentle,FALSE,0.10,supporting,LiveAction
232,39,5,Thomas Wayne,Brett Cullen,M,dead,neutral,arrogant|wealthy|confident,FALSE,0.08,supporting,LiveAction
233,40,1,Woody,Tom Hanks,M,alive,hero,loyal|responsible|caring,TRUE,0.22,lead,Voice
234,40,2,Buzz Lightyear,Tim Allen,M,alive,hero|neutral,brave|funny|supportive,FALSE,0.18,lead,Voice
235,40,3,Bo Peep,Annie Potts,F,alive,hero|neutral,strong|independent|confident,FALSE,0.15,lead,Voice
236,40,4,Forky,Tony Hale,M,alive,hero|neutral,confused|innocent|funny,FALSE,0.10,supporting,Voice
237,40,5,Gabby Gabby,Christina Hendricks,F,alive,villain|redeemed,lonely|persistent|empathetic,FALSE,0.12,villain,Voice
238,40,6,Duke Caboom,Keanu Reeves,M,alive,hero|neutral,bold|energetic|dramatic,FALSE,0.08,supporting,Voice
239,41,1,Rey,Daisy Ridley,F,alive,hero,brave|compassionate|determined,TRUE,0.22,lead,LiveAction
240,41,2,Kylo Ren / Ben Solo,Adam Driver,M,dead,villain|redeemed,conflicted|intense|emotional,FALSE,0.20,villain,LiveAction
241,41,3,Finn,John Boyega,M,alive,hero|neutral,loyal|brave|curious,FALSE,0.10,supporting,LiveAction
242,41,4,Poe Dameron,Oscar Isaac,M,alive,hero|neutral,confident|reckless|courageous,FALSE,0.10,supporting,LiveAction
243,41,5,Leia Organa,Carrie Fisher,F,dead,hero,wise|compassionate|noble,FALSE,0.08,supporting,LiveAction
244,41,6,Emperor Palpatine,Ian McDiarmid,M,dead,villain,manipulative|power-hungry|evil,FALSE,0.15,villain,LiveAction
245,42,1,Woody,Tom Hanks,M,alive,hero,loyal|responsible|caring,TRUE,0.25,lead,Voice
246,42,2,Buzz Lightyear,Tim Allen,M,alive,hero|neutral,brave|supportive|funny,FALSE,0.20,lead,Voice
247,42,3,Jessie,Joan Cusack,F,alive,hero|neutral,energetic|loyal|kind,FALSE,0.12,supporting,Voice
248,42,4,Lotso,Ned Beatty,M,alive,villain,deceptive|bitter|manipulative,FALSE,0.12,villain,Voice
249,42,5,Andy,John Morris,M,alive,hero|neutral,nostalgic|kind|sentimental,FALSE,0.08,supporting,Voice
250,43,1,Captain Jack Sparrow,Johnny Depp,M,alive,hero|neutral,cunning|charismatic|reckless,TRUE,0.25,lead,LiveAction
251,43,2,Will Turner,Orlando Bloom,M,alive,hero|neutral,brave|honorable|loyal,FALSE,0.18,lead,LiveAction
252,43,3,Elizabeth Swann,Keira Knightley,F,alive,hero|neutral,strong|decisive|independent,FALSE,0.15,lead,LiveAction
253,43,4,Davy Jones,Bill Nighy,M,dead,villain,vengeful|cursed|powerful,FALSE,0.15,villain,MotionCapture
254,43,5,James Norrington,Jack Davenport,M,dead,hero|neutral,conflicted|dutiful|brave,FALSE,0.10,supporting,LiveAction
255,44,1,Moana,Auliʻi Cravalho,F,alive,hero,brave|curious|determined,TRUE,0.25,lead,Voice
256,44,2,Maui,Dwayne Johnson,M,alive,hero|neutral,confident|funny|redeemed,FALSE,0.20,lead,Voice
257,44,3,Sina,Nicole Scherzinger,F,alive,hero|neutral,kind|protective|supportive,FALSE,0.08,supporting,Voice
258,44,4,Te Fiti,,F,alive,hero|neutral,compassionate|mystical|powerful,FALSE,0.10,supporting,Voice
259,44,5,new antagonist (oceanic spirit),,unknown,alive,villain,mysterious|vengeful|powerful,FALSE,0.15,villain,Voice
260,45,1,Dr. Alan Grant,Sam Neill,M,alive,hero,curious|brave|knowledgeable,TRUE,0.22,lead,LiveAction
261,45,2,Dr. Ellie Sattler,Laura Dern,F,alive,hero,intelligent|empathetic|brave,FALSE,0.15,lead,LiveAction
262,45,3,John Hammond,Richard Attenborough,M,alive,hero|neutral,ambitious|idealistic|naive,FALSE,0.10,supporting,LiveAction
263,45,4,Ian Malcolm,Jeff Goldblum,M,alive,hero|neutral,sarcastic|clever|cautious,FALSE,0.12,supporting,LiveAction
264,45,5,Robert Muldoon,Bob Peck,M,dead,hero|neutral,alert|disciplined|tactical,FALSE,0.08,supporting,LiveAction
265,46,1,Jyn Erso,Felicity Jones,F,dead,hero,brave|determined|rebellious,TRUE,0.20,lead,LiveAction
266,46,2,Cassian Andor,Diego Luna,M,dead,hero|neutral,loyal|strategic|calm,FALSE,0.15,lead,LiveAction
267,46,3,K-2SO,Alan Tudyk,M,dead,hero|neutral,sarcastic|loyal|brave,FALSE,0.10,supporting,MotionCapture
268,46,4,Orson Krennic,Ben Mendelsohn,M,dead,villain,ambitious|ruthless|jealous,FALSE,0.12,villain,LiveAction
269,46,5,Galen Erso,Mads Mikkelsen,M,dead,hero|neutral,intelligent|guilt-ridden|selfless,FALSE,0.10,supporting,LiveAction
270,47,1,Anakin Skywalker / Child,Jake Lloyd,M,alive,hero,curious|brave|gifted,TRUE,0.20,lead,LiveAction
271,47,2,Obi-Wan Kenobi,Ewan McGregor,M,alive,hero|neutral,wise|loyal|calm,FALSE,0.15,supporting,LiveAction
272,47,3,Qui-Gon Jinn,Liam Neeson,M,dead,hero|neutral,calm|noble|wise,FALSE,0.12,lead,LiveAction
273,47,4,Padmé Amidala,Natalie Portman,F,alive,hero|neutral,compassionate|strong|diplomatic,FALSE,0.10,supporting,LiveAction
274,47,5,Darth Maul,Ray Park,M,dead,villain,aggressive|ruthless|skilled,FALSE,0.15,villain,LiveAction
275,47,6,Sheev Palpatine,Ian McDiarmid,M,alive,villain,cunning|patient|deceptive,FALSE,0.10,villain,LiveAction
276,48,1,Captain Jack Sparrow,Johnny Depp,M,alive,hero|neutral,cunning|witty|self-interested,TRUE,0.25,lead,LiveAction
277,48,2,Angelica,Penélope Cruz,F,alive,hero|neutral,clever|deceptive|brave,FALSE,0.15,lead,LiveAction
278,48,3,Blackbeard,Ian McShane,M,dead,villain,ruthless|commanding|fearsome,FALSE,0.15,villain,LiveAction
279,48,4,Barbossa,Geoffrey Rush,M,alive,hero|neutral,strategic|greedy|bold,FALSE,0.10,supporting,LiveAction
280,48,5,Philip Swift,Sam Claflin,M,alive,hero|neutral,devoted|faithful|kind,FALSE,0.08,supporting,LiveAction
281,48,6,Syrena,Àstrid Bergès-Frisbey,F,alive,hero|neutral,innocent|compassionate|mystical,FALSE,0.08,supporting,LiveAction
282,49,1,Aladdin,Mena Massoud,M,alive,hero,brave|optimistic|kind,TRUE,0.25,lead,LiveAction
283,49,2,Princess Jasmine,Naomi Scott,F,alive,hero|neutral,intelligent|independent|confident,FALSE,0.18,lead,LiveAction
284,49,3,Genie,Will Smith,M,alive,hero|neutral,funny|wise|loyal,FALSE,0.15,supporting,LiveAction
285,49,4,Jafar,Marwan Kenzari,M,alive,villain,manipulative|ambitious|ruthless,FALSE,0.15,villain,LiveAction
286,49,5,Dalia,Nasim Pedrad,F,alive,hero|neutral,loyal|humorous|caring,FALSE,0.08,supporting,LiveAction
287,50,1,Lilo Pelekai,,F,alive,hero,curious|kind|independent,TRUE,0.22,lead,Voice
288,50,2,Stitch / Experiment 626,,M,alive,hero|neutral,mischievous|loyal|energetic,FALSE,0.20,lead,Voice
289,50,3,Nani Pelekai,,F,alive,hero|neutral,responsible|protective|loving,FALSE,0.12,supporting,Voice
290,50,4,Cobra Bubbles,,M,alive,hero|neutral,serious|understanding|calm,FALSE,0.08,supporting,Voice
291,50,5,Gantu,,M,alive,villain,arrogant|strict|imposing,FALSE,0.10,villain,Voice
292,50,6,Dr. Jumba Jookiba,,M,alive,hero|neutral,brilliant|chaotic|comedic,FALSE,0.10,supporting,Voice
293,51,1,Gru,Steve Carell,M,alive,hero,funny|loyal|protective,TRUE,0.22,lead,Voice
294,51,2,Dru,Steve Carell,M,alive,hero|neutral,optimistic|energetic|naive,FALSE,0.15,lead,Voice
295,51,3,Lucy Wilde,Kristen Wiig,F,alive,hero,intelligent|supportive|determined,FALSE,0.12,supporting,Voice
296,51,4,Balthazar Bratt,Trey Parker,M,alive,villain,arrogant|eccentric|vengeful,FALSE,0.15,villain,Voice
297,51,5,Minions,,M,alive,hero|neutral,funny|chaotic|loyal,FALSE,0.12,supporting,Voice
298,52,1,Alice Kingsleigh,Mia Wasikowska,F,alive,hero,curious|brave|imaginative,TRUE,0.25,lead,LiveAction
299,52,2,Mad Hatter,Johnny Depp,M,alive,hero|neutral,eccentric|kind|emotional,FALSE,0.18,lead,LiveAction
300,52,3,Red Queen / Iracebeth,Helena Bonham Carter,F,alive,villain,jealous|temperamental|tyrannical,FALSE,0.15,villain,LiveAction
301,52,4,White Queen / Mirana,Anne Hathaway,F,alive,hero|neutral,graceful|wise|peaceful,FALSE,0.10,supporting,LiveAction
302,52,5,Cheshire Cat,Stephen Fry,M,alive,hero|neutral,mischievous|mysterious|calm,FALSE,0.08,supporting,Voice
303,53,1,Dory,Ellen DeGeneres,F,alive,hero,forgetful|kind|brave,TRUE,0.25,lead,Voice
304,53,2,Nemo,Hayden Rolence,M,alive,hero|neutral,curious|helpful|young,FALSE,0.10,supporting,Voice
305,53,3,Marlin,Albert Brooks,M,alive,hero|neutral,protective|cautious|caring,FALSE,0.12,supporting,Voice
306,53,4,Hank,Ed O’Neill,M,alive,hero|neutral,grumpy|intelligent|caring,FALSE,0.10,supporting,Voice
307,53,5,Destiny,Kaitlin Olson,F,alive,hero|neutral,optimistic|friendly|clumsy,FALSE,0.08,supporting,Voice
308,54,1,Judy Hopps,Ginnifer Goodwin,F,alive,hero,brave|optimistic|determined,TRUE,0.25,lead,Voice
309,54,2,Nick Wilde,Jason Bateman,M,alive,hero|neutral,cunning|witty|loyal,FALSE,0.20,lead,Voice
310,54,3,Chief Bogo,Idris Elba,M,alive,hero|neutral,strict|disciplined|firm,FALSE,0.08,supporting,Voice
311,54,4,Bellwether,Jenny Slate,F,alive,villain,deceptive|bitter|intelligent,FALSE,0.12,villain,Voice
312,54,5,Mayor Lionheart,J.K. Simmons,M,alive,hero|neutral,proud|authoritative|honorable,FALSE,0.08,supporting,Voice
313,55,1,Bilbo Baggins,Martin Freeman,M,alive,hero,cautious|brave|clever,TRUE,0.22,lead,LiveAction
314,55,2,Gandalf,Ian McKellen,M,alive,hero,wise|powerful|guiding,FALSE,0.15,lead,LiveAction
315,55,3,Thorin Oakenshield,Richard Armitage,M,dead,hero|neutral,proud|determined|honorable,FALSE,0.15,lead,LiveAction
316,55,4,Balin,Ken Stott,M,alive,hero|neutral,wise|kind|loyal,FALSE,0.08,supporting,LiveAction
317,55,5,Gollum,Andy Serkis,M,alive,villain|neutral,obsessive|tragic|cunning,FALSE,0.10,villain,MotionCapture
318,56,1,Bruce Wayne / Batman,Christian Bale,M,alive,hero,stoic|disciplined|brave,TRUE,0.25,lead,LiveAction
319,56,2,Joker,Heath Ledger,M,dead,villain,chaotic|intelligent|sadistic,FALSE,0.20,villain,LiveAction
320,56,3,Harvey Dent / Two-Face,Aaron Eckhart,M,dead,villain|neutral,idealistic|vengeful|tragic,FALSE,0.15,villain,LiveAction
321,56,4,Alfred Pennyworth,Michael Caine,M,alive,hero|neutral,wise|loyal|caring,FALSE,0.08,supporting,LiveAction
322,56,5,Rachel Dawes,Maggie Gyllenhaal,F,dead,hero|neutral,brave|moral|kind,FALSE,0.08,supporting,LiveAction
323,57,1,Owen Grady,Chris Pratt,M,alive,hero,brave|strategic|protective,TRUE,0.22,lead,LiveAction
324,57,2,Claire Dearing,Bryce Dallas Howard,F,alive,hero|neutral,intelligent|caring|determined,FALSE,0.18,lead,LiveAction
325,57,3,Maisie Lockwood,Isabella Sermon,F,alive,hero|neutral,curious|empathetic|brave,FALSE,0.10,supporting,LiveAction
326,57,4,Alan Grant,Sam Neill,M,alive,hero|neutral,wise|experienced|rational,FALSE,0.12,supporting,LiveAction
327,57,5,Ellie Sattler,Laura Dern,F,alive,hero|neutral,intelligent|calm|brave,FALSE,0.10,supporting,LiveAction
328,57,6,Dr. Ian Malcolm,Jeff Goldblum,M,alive,hero|neutral,witty|logical|cautious,FALSE,0.08,supporting,LiveAction
329,58,1,Simba,Matthew Broderick,M,alive,hero,brave|responsible|loyal,TRUE,0.22,lead,Voice
330,58,2,Nala,Moira Kelly,F,alive,hero,strong|supportive|independent,FALSE,0.15,lead,Voice
331,58,3,Mufasa,James Earl Jones,M,dead,hero,wise|noble|caring,FALSE,0.12,supporting,Voice
332,58,4,Scar,Jeremy Irons,M,dead,villain,jealous|cunning|manipulative,FALSE,0.15,villain,Voice
333,58,5,Timon,Nathan Lane,M,alive,hero|neutral,funny|clever|loyal,FALSE,0.10,supporting,Voice
334,58,6,Pumbaa,Ernie Sabella,M,alive,hero|neutral,kind|funny|naive,FALSE,0.10,supporting,Voice
335,59,1,J. Robert Oppenheimer,Cillian Murphy,M,alive,hero|neutral,brilliant|conflicted|driven,TRUE,0.30,lead,LiveAction
336,59,2,Katherine Oppenheimer,Emily Blunt,F,alive,hero|neutral,strong|supportive|resilient,FALSE,0.10,supporting,LiveAction
337,59,3,Lewis Strauss,Robert Downey Jr.,M,alive,villain|neutral,calculating|ambitious|resentful,FALSE,0.15,villain,LiveAction
338,59,4,Leslie Groves,Matt Damon,M,alive,hero|neutral,pragmatic|authoritative|loyal,FALSE,0.10,supporting,LiveAction
339,59,5,Jean Tatlock,Florence Pugh,F,dead,neutral,intelligent|passionate|troubled,FALSE,0.08,supporting,LiveAction
340,60,1,Gru,Steve Carell,M,alive,hero,clever|protective|funny,TRUE,0.22,lead,Voice
341,60,2,Lucy Wilde,Kristen Wiig,F,alive,hero|neutral,determined|funny|loyal,FALSE,0.15,lead,Voice
342,60,3,El Macho,Benjamin Bratt,M,dead,villain,boastful|ruthless|energetic,FALSE,0.15,villain,Voice
343,60,4,Minions,,M,alive,hero|neutral,chaotic|funny|loyal,FALSE,0.12,supporting,Voice
344,60,5,Margo,Miranda Cosgrove,F,alive,hero|neutral,responsible|kind|wise,FALSE,0.08,supporting,Voice
345,61,1,Gru,Steve Carell,M,alive,hero,clever|protective|funny,TRUE,0.22,lead,Voice
346,61,2,Lucy Wilde,Kristen Wiig,F,alive,hero|neutral,determined|loyal|witty,FALSE,0.15,lead,Voice
347,61,3,Maxime Le Mal,Will Ferrell,M,alive,villain,arrogant|theatrical|power-hungry,FALSE,0.15,villain,Voice
348,61,4,Dru,Steve Carell,M,alive,hero|neutral,naive|energetic|optimistic,FALSE,0.10,supporting,Voice
349,61,5,Minions,,M,alive,hero|neutral,chaotic|funny|loyal,FALSE,0.12,supporting,Voice
350,62,1,Harry Potter,Daniel Radcliffe,M,alive,hero,brave|curious|loyal,TRUE,0.25,lead,LiveAction
351,62,2,Hermione Granger,Emma Watson,F,alive,hero,intelligent|determined|kind,FALSE,0.15,lead,LiveAction
352,62,3,Ron Weasley,Rupert Grint,M,alive,hero|neutral,loyal|humorous|brave,FALSE,0.15,lead,LiveAction
353,62,4,Albus Dumbledore,Richard Harris,M,alive,hero|neutral,wise|kind|mysterious,FALSE,0.10,supporting,LiveAction
354,62,5,Lord Voldemort,Ralph Fiennes,M,alive,villain,evil|ruthless|power-hungry,FALSE,0.12,villain,LiveAction
355,62,6,Severus Snape,Alan Rickman,M,alive,hero|neutral,complex|reserved|intelligent,FALSE,0.08,supporting,LiveAction
356,63,1,Spencer Gilpin / Dr. Smolder Bravestone,Dwayne Johnson,M,alive,hero,brave|confident|leader,TRUE,0.22,lead,LiveAction
357,63,2,Fridge Johnson / Franklin Finbar,Kevin Hart,M,alive,hero|neutral,funny|insecure|loyal,FALSE,0.15,lead,LiveAction
358,63,3,Martha Kaply / Ruby Roundhouse,Karen Gillan,F,alive,hero|neutral,strong|intelligent|confident,FALSE,0.15,lead,LiveAction
359,63,4,Bethany Walker / Professor Shelly Oberon,Jack Black,F,alive,hero|neutral,adaptable|humorous|kind,FALSE,0.12,lead,LiveAction
360,63,5,Alex Vreeke / Jefferson McDonough,Nick Jonas,M,alive,hero|neutral,brave|resourceful|modest,FALSE,0.10,supporting,LiveAction
361,64,1,Captain Jack Sparrow,Johnny Depp,M,alive,hero|neutral,witty|reckless|cunning,TRUE,0.25,lead,LiveAction
362,64,2,Will Turner,Orlando Bloom,M,alive,hero|neutral,brave|honorable|loyal,FALSE,0.18,lead,LiveAction
363,64,3,Elizabeth Swann,Keira Knightley,F,alive,hero|neutral,strong|determined|brave,FALSE,0.15,lead,LiveAction
364,64,4,Hector Barbossa,Geoffrey Rush,M,dead,hero|neutral,greedy|bold|strategic,FALSE,0.12,supporting,LiveAction
365,64,5,Davy Jones,Bill Nighy,M,dead,villain,vengeful|ruthless|tragic,FALSE,0.15,villain,MotionCapture
366,64,6,Lord Cutler Beckett,Tom Hollander,M,dead,villain,arrogant|calculating|cold,FALSE,0.10,villain,LiveAction
367,65,1,Bilbo Baggins,Martin Freeman,M,alive,hero,cautious|clever|brave,TRUE,0.22,lead,LiveAction
368,65,2,Thorin Oakenshield,Richard Armitage,M,dead,hero|neutral,proud|honorable|driven,FALSE,0.18,lead,LiveAction
369,65,3,Gandalf,Ian McKellen,M,alive,hero,wise|powerful|guiding,FALSE,0.12,supporting,LiveAction
370,65,4,Smaug,Benedict Cumberbatch,M,dead,villain,greedy|intelligent|arrogant,FALSE,0.15,villain,MotionCapture
371,65,5,Tauriel,Evangeline Lilly,F,alive,hero|neutral,brave|kind|loyal,FALSE,0.10,supporting,LiveAction
372,66,1,Steve,,M,alive,hero,creative|resourceful|determined,TRUE,0.25,lead,MotionCapture
373,66,2,Alex,,F,alive,hero|neutral,brave|loyal|smart,FALSE,0.20,lead,MotionCapture
374,66,3,Ender Dragon,,unknown,dead,villain,destructive|powerful|ruthless,FALSE,0.15,villain,MotionCapture
375,66,4,Herobrine,,M,ambiguous,villain|neutral,mysterious|powerful|silent,FALSE,0.12,villain,MotionCapture
376,66,5,Villager Leader,,M,alive,hero|neutral,wise|helpful|calm,FALSE,0.08,supporting,MotionCapture
377,67,1,Stephen Strange / Doctor Strange,Benedict Cumberbatch,M,alive,hero,intelligent|arrogant|brave,TRUE,0.25,lead,LiveAction
378,67,2,Wanda Maximoff / Scarlet Witch,Elizabeth Olsen,F,dead,villain|neutral,powerful|grieving|emotional,FALSE,0.20,villain,LiveAction
379,67,3,America Chavez,Xochitl Gomez,F,alive,hero|neutral,curious|brave|innocent,FALSE,0.15,supporting,LiveAction
380,67,4,Wong,Benedict Wong,M,alive,hero|neutral,disciplined|loyal|wise,FALSE,0.10,supporting,LiveAction
381,67,5,Christine Palmer,Rachel McAdams,F,alive,hero|neutral,intelligent|caring|calm,FALSE,0.08,supporting,LiveAction
382,68,1,Mowgli,Neel Sethi,M,alive,hero,brave|curious|resourceful,TRUE,0.25,lead,LiveAction
383,68,2,Baloo,Bill Murray,M,alive,hero|neutral,carefree|funny|kind,FALSE,0.15,supporting,Voice
384,68,3,Bagira,Ben Kingsley,M,alive,hero|neutral,wise|protective|strict,FALSE,0.12,supporting,Voice
385,68,4,Shere Khan,Idris Elba,M,dead,villain,ruthless|intimidating|vengeful,FALSE,0.15,villain,Voice
386,68,5,Kaa,Scarlett Johansson,F,alive,villain|neutral,manipulative|mysterious|hypnotic,FALSE,0.08,villain,Voice
387,69,1,Harry Potter,Daniel Radcliffe,M,alive,hero,brave|determined|loyal,TRUE,0.25,lead,LiveAction
388,69,2,Hermione Granger,Emma Watson,F,alive,hero,intelligent|brave|caring,FALSE,0.18,lead,LiveAction
389,69,3,Ron Weasley,Rupert Grint,M,alive,hero|neutral,loyal|funny|kind,FALSE,0.15,lead,LiveAction
390,69,4,Severus Snape,Alan Rickman,M,alive,hero|neutral,stern|intelligent|brave,FALSE,0.10,supporting,LiveAction
391,69,5,Lord Voldemort,Ralph Fiennes,M,alive,villain,cruel|ambitious|evil,FALSE,0.15,villain,LiveAction
392,69,6,Dobby,Toby Jones,M,dead,hero|neutral,loyal|innocent|selfless,FALSE,0.08,supporting,Voice
393,70,1,Bilbo Baggins,Martin Freeman,M,alive,hero,clever|brave|modest,TRUE,0.20,lead,LiveAction
394,70,2,Thorin Oakenshield,Richard Armitage,M,dead,hero|neutral,proud|driven|honorable,FALSE,0.18,lead,LiveAction
395,70,3,Gandalf,Ian McKellen,M,alive,hero,wise|strategic|powerful,FALSE,0.10,supporting,LiveAction
396,70,4,Bard the Bowman,Luke Evans,M,alive,hero|neutral,brave|responsible|noble,FALSE,0.12,supporting,LiveAction
397,70,5,Thranduil,Lee Pace,M,alive,hero|neutral,regal|cold|wise,FALSE,0.10,supporting,LiveAction
398,70,6,Azog,Manu Bennett,M,dead,villain,cruel|ruthless|vengeful,FALSE,0.12,villain,MotionCapture
399,71,1,Young Gru,Steve Carell,M,alive,hero,ambitious|clever|funny,TRUE,0.22,lead,Voice
400,71,2,Wild Knuckles,Alan Arkin,M,alive,hero|neutral,gruff|experienced|loyal,FALSE,0.15,lead,Voice
401,71,3,Belle Bottom,Taraji P. Henson,F,alive,villain,confident|charismatic|ruthless,FALSE,0.15,villain,Voice
402,71,4,Minions,,M,alive,hero|neutral,funny|loyal|chaotic,FALSE,0.15,supporting,Voice
403,71,5,Master Chow,Michelle Yeoh,F,alive,hero|neutral,wise|disciplined|brave,FALSE,0.10,supporting,Voice
404,72,1,Harry Potter,Daniel Radcliffe,M,alive,hero,brave|loyal|determined,TRUE,0.25,lead,LiveAction
405,72,2,Hermione Granger,Emma Watson,F,alive,hero,intelligent|brave|rational,FALSE,0.15,lead,LiveAction
406,72,3,Ron Weasley,Rupert Grint,M,alive,hero|neutral,loyal|funny|kind,FALSE,0.15,lead,LiveAction
407,72,4,Dolores Umbridge,Imelda Staunton,F,alive,villain,cruel|authoritarian|deceptive,FALSE,0.15,villain,LiveAction
408,72,5,Luna Lovegood,Evanna Lynch,F,alive,hero|neutral,quirky|kind|loyal,FALSE,0.08,supporting,LiveAction
409,72,6,Sirius Black,Gary Oldman,M,dead,hero|neutral,protective|brave|rebellious,FALSE,0.10,supporting,LiveAction
410,73,1,Marlin,Albert Brooks,M,alive,hero,protective|nervous|determined,TRUE,0.25,lead,Voice
411,73,2,Dory,Ellen DeGeneres,F,alive,hero|neutral,forgetful|friendly|optimistic,FALSE,0.20,lead,Voice
412,73,3,Nemo,Alexander Gould,M,alive,hero|neutral,curious|brave|young,FALSE,0.15,lead,Voice
413,73,4,Bruce,Barry Humphries,M,alive,villain|neutral,funny|conflicted|friendly,FALSE,0.10,villain,Voice
414,73,5,Gill,Willem Dafoe,M,alive,hero|neutral,wise|strategic|serious,FALSE,0.10,supporting,Voice
415,74,1,Shrek,Mike Myers,M,alive,hero,grumpy|loyal|brave,TRUE,0.25,lead,Voice
416,74,2,Fiona,Cameron Diaz,F,alive,hero|neutral,strong|loving|confident,FALSE,0.20,lead,Voice
